,guest_size,total_interactions,message_length,total_reviews,lead_time,days_of_stay,reply_t,accepted,contact_me,past_booker
15790,6.0,3,143.0,0.0,67,2,2946.633333333333,0,1,0
15791,3.0,7,60.0,17.0,28,5,39.3,1,0,0
15792,2.0,2,301.0,0.0,166,4,771.8666666666667,0,1,0
15795,1.0,3,502.0,5.0,2,7,85.21666666666667,1,1,1
15796,2.0,5,0.0,17.0,31,4,7.0,0,0,0
15797,3.0,15,625.0,4.0,117,4,39.95,1,0,1
15798,2.0,25,184.0,19.0,59,3,8.55,1,1,0
15800,5.0,3,269.0,0.0,20,5,33.43333333333334,0,1,0
15801,2.0,4,514.0,0.0,14,8,291.43333333333334,0,1,1
15803,2.0,2,340.0,0.0,9,3,1422.333333333333,0,1,1
15804,2.0,2,235.0,2.0,203,1,3.1,0,1,0
15806,1.0,5,313.0,1.0,33,4,441.56666666666666,0,1,1
15808,2.0,6,147.0,10.0,9,7,40.63333333333333,1,0,0
15809,6.0,41,493.0,29.0,7,5,538.9000000000002,1,0,1
15810,2.0,6,35.0,0.0,103,14,29.566666666666666,0,1,1
15811,2.0,3,31.0,0.0,38,7,1069.8666666666668,0,1,0
15813,1.0,9,196.0,0.0,2,4,5.166666666666667,1,1,1
15816,2.0,18,174.0,2.0,147,6,974.15,1,0,1
15818,1.0,3,80.0,23.0,1,3,94.1,0,0,1
15819,7.0,43,215.0,19.0,28,4,0.95,1,1,0
15820,2.0,3,204.0,0.0,199,4,21.266666666666666,0,1,0
15821,1.0,20,231.0,7.0,121,4,96.53333333333332,1,1,0
15822,2.0,3,17.0,0.0,21,4,5392.35,1,1,0
15823,7.0,2,227.0,1.0,211,19,222.95,0,1,0
15824,6.0,2,24.0,0.0,23,5,200.5,0,1,1
15825,5.0,5,91.0,14.0,88,4,385.95,1,1,0
15826,6.0,4,191.0,0.0,98,15,1617.8,1,1,1
15828,2.0,3,475.0,96.0,3,4,21.816666666666666,0,1,0
15829,4.0,4,406.0,0.0,81,3,82.68333333333334,0,1,0
15831,1.0,3,146.0,1.0,190,1,728.5333333333333,0,1,1
15832,2.0,2,121.0,0.0,29,5,29152.38333333333,0,1,0
15834,2.0,9,200.0,0.0,30,5,423.41666666666674,0,1,0
15835,1.0,6,173.0,0.0,13,2,72.6,0,1,0
15836,2.0,17,127.0,0.0,226,3,34.56666666666667,0,1,0
15838,2.0,7,151.0,3.0,151,11,108.45,1,1,1
15839,1.0,27,1.0,32.0,117,29,0.7166666666666667,0,1,0
15840,2.0,6,136.0,33.0,91,9,1094.9666666666667,0,0,0
15841,4.0,2,162.0,8.0,164,4,818.0666666666667,0,1,0
15842,3.0,3,36.0,36.0,30,3,2.2666666666666666,1,1,0
15843,2.0,12,63.0,16.0,26,3,240.1833333333333,1,0,0
15845,2.0,3,138.0,6.0,199,10,79.15,1,1,1
15846,3.0,4,153.0,45.0,187,23,2.833333333333333,1,1,0
15847,4.0,2,218.0,0.0,138,4,1205.85,0,1,0
15850,1.0,3,269.0,105.0,14,3,346.21666666666664,1,1,0
15851,2.0,8,185.0,3.0,210,4,10.65,0,0,0
15852,4.0,2,97.0,1.0,10,4,44.96666666666667,0,1,1
15853,8.0,3,136.0,0.0,207,7,12.15,0,1,0
15854,4.0,5,130.0,94.0,240,5,697.8333333333335,1,1,1
15856,3.0,2,141.0,0.0,70,3,1881.7666666666669,0,1,1
15857,3.0,3,174.0,0.0,112,5,2282.9,1,1,0
15859,3.0,3,11.0,10.0,8,3,2.5,0,0,0
15860,2.0,3,357.0,174.0,41,9,441.9333333333333,0,0,1
15861,2.0,2,206.0,0.0,21,2,510.03333333333336,0,1,0
15862,2.0,3,366.0,0.0,11,3,173.61666666666667,0,0,1
15863,2.0,17,189.0,28.0,0,4,1.75,1,0,1
15864,3.0,4,253.0,2.0,125,1,136.25000000000003,0,1,0
15865,3.0,4,1059.0,25.0,192,11,115.15,0,1,0
15867,1.0,4,85.0,0.0,96,5,369.66666666666674,0,1,0
15871,2.0,3,264.0,1.0,18,4,299.85,0,1,0
15872,3.0,3,331.0,4.0,0,6,4455.883333333333,0,1,0
15873,12.0,5,359.0,0.0,71,60,389.0,0,1,0
15874,3.0,20,231.0,0.0,142,30,22.7,1,1,0
15876,4.0,3,153.0,1.0,23,8,99.5,1,1,1
15877,3.0,6,0.0,0.0,12,2,92.51666666666668,0,0,0
15878,10.0,4,86.0,6.0,19,2,808.55,0,0,0
15879,4.0,6,41.0,6.0,32,6,213.8333333333333,1,0,0
15880,1.0,7,235.0,62.0,24,2,81.66666666666667,0,1,0
15881,1.0,2,82.0,0.0,69,20,311.98333333333335,0,1,1
15882,6.0,4,706.0,0.0,6,2,7045.4333333333325,0,1,0
15883,16.0,2,22.0,4.0,23,4,980.6333333333334,0,1,0
15884,2.0,10,172.0,0.0,79,5,37.3,0,1,0
15885,1.0,3,407.0,4.0,206,3,993.3666666666667,0,1,0
15886,1.0,10,69.0,5.0,208,4,16.633333333333336,0,1,1
15889,2.0,4,32.0,28.0,2,7,721.1,0,0,1
15890,3.0,14,324.0,0.0,73,13,283.93333333333334,1,0,0
15891,2.0,5,482.0,2.0,77,4,71.95,1,1,0
15893,2.0,2,0.0,0.0,191,3,208.9333333333333,0,0,0
15894,4.0,3,156.0,0.0,211,3,672.8,0,1,0
15895,3.0,2,403.0,0.0,98,2,52.46666666666667,0,1,0
15896,1.0,2,197.0,0.0,273,13,136945.15000000002,0,1,1
15898,4.0,2,127.0,10.0,153,2,3892.1,0,1,0
15899,2.0,10,418.0,26.0,77,2,42.31666666666667,0,1,0
15900,2.0,3,150.0,0.0,147,2,1389.3,0,1,0
15901,2.0,2,384.0,6.0,1,5,191.23333333333332,0,1,0
15902,2.0,3,153.0,0.0,172,8,177.38333333333333,0,1,0
15903,2.0,4,204.0,4.0,78,11,161.7,0,0,0
15904,2.0,3,209.0,0.0,217,10,1966.6,0,1,0
15905,3.0,6,26.0,4.0,33,90,139.78333333333333,1,1,0
15907,2.0,4,44.0,7.0,139,11,725.4,0,1,0
15908,4.0,6,10.0,22.0,65,4,82.45,1,0,0
15909,2.0,2,313.0,0.0,168,7,840.2666666666668,0,1,0
15911,5.0,2,258.0,0.0,61,5,30.53333333333334,0,1,0
15912,2.0,16,140.0,8.0,1,1,4.45,1,1,1
15913,3.0,19,165.0,0.0,78,2,65.93333333333334,1,1,1
15914,1.0,7,242.0,22.0,0,7,6.9833333333333325,1,1,0
15915,3.0,7,69.0,79.0,8,4,0.0,1,0,1
15916,2.0,20,284.0,0.0,155,17,1284.7833333333333,1,1,1
15919,3.0,3,166.0,69.0,76,7,558.3,0,0,1
15920,2.0,2,125.0,7.0,101,8,703.8,0,1,0
15922,2.0,3,337.0,77.0,105,9,134.58333333333334,0,1,0
15923,4.0,6,132.0,0.0,113,7,25.85,0,1,0
15924,3.0,9,119.0,1.0,81,8,12.4,1,1,0
15925,2.0,4,112.0,4.0,9,2,487.98333333333335,0,0,1
15926,1.0,2,335.0,1.0,143,8,536.7666666666668,0,1,1
15927,3.0,13,134.0,3.0,19,13,2.066666666666667,1,1,0
15928,6.0,3,47.0,0.0,205,3,205.35,0,1,1
15931,1.0,9,355.0,2.0,189,9,13.366666666666667,1,1,1
15932,2.0,3,154.0,68.0,260,11,326.8333333333333,0,1,0
15933,1.0,11,613.0,29.0,18,2,73.43333333333334,1,1,1
15934,3.0,11,399.0,0.0,168,10,10.066666666666666,0,1,0
15936,2.0,9,229.0,2.0,83,2,45.93333333333333,1,0,1
15937,4.0,2,191.0,0.0,202,9,875.7333333333332,0,1,0
15938,2.0,2,262.0,0.0,65,27,11129.75,0,0,0
15939,2.0,2,48.0,0.0,8,3,1558.2666666666669,0,1,0
15940,1.0,2,254.0,0.0,190,5,5540.583333333332,0,1,0
15941,1.0,5,0.0,20.0,3,3,104.66666666666669,1,0,0
15947,4.0,7,12.0,7.0,154,21,14.5,1,0,0
15948,2.0,6,143.0,13.0,2,8,71.26666666666667,0,0,0
15949,1.0,2,261.0,1.0,1,2,28.36666666666667,0,1,1
15950,2.0,7,485.0,0.0,80,6,1012.0333333333334,0,1,1
15951,2.0,11,131.0,1.0,163,3,475.95,1,0,1
15953,2.0,5,197.0,3.0,191,11,343.76666666666665,1,1,0
15954,1.0,2,97.0,22.0,42,4,2112.5000000000005,0,1,0
15955,1.0,3,244.0,3.0,78,10,985.2833333333334,0,0,0
15956,2.0,12,120.0,0.0,215,1,40.68333333333333,0,0,1
15957,7.0,6,112.0,3.0,221,16,10.683333333333334,1,1,0
15958,3.0,20,121.0,2.0,30,5,5.433333333333334,0,1,1
15959,6.0,3,3.0,3.0,120,5,55.73333333333333,0,0,0
15962,4.0,3,239.0,7.0,67,6,809.1,1,1,0
15963,2.0,2,114.0,3.0,223,4,9975.716666666667,0,1,0
15965,2.0,3,278.0,0.0,77,5,122.35,0,1,1
15966,2.0,4,308.0,0.0,81,1,587.0,0,1,0
15967,1.0,3,159.0,0.0,182,7,273.03333333333336,0,1,0
15968,1.0,3,1032.0,17.0,20,1,456.55,0,1,0
15969,2.0,4,123.0,3.0,199,17,64.98333333333333,0,1,0
15970,5.0,10,137.0,3.0,16,6,355.51666666666665,1,0,0
15972,2.0,3,156.0,1.0,0,7,89.16666666666669,0,0,1
15973,2.0,2,171.0,0.0,154,6,269.20000000000005,0,1,0
15974,1.0,32,289.0,0.0,35,15,22.43333333333333,1,1,0
15975,1.0,3,898.0,0.0,3,2,718.3833333333333,1,1,0
15976,1.0,11,249.0,32.0,118,3,0.8,1,0,0
15978,5.0,4,375.0,16.0,118,10,59.8,0,0,1
15979,5.0,5,223.0,2.0,52,9,241.98333333333332,0,1,0
15980,2.0,2,50.0,13.0,26,3,147.9,0,1,0
15982,2.0,9,91.0,23.0,14,5,1434.1833333333334,1,0,1
15983,1.0,2,315.0,0.0,1,5,15.733333333333334,0,1,0
15984,4.0,31,305.0,11.0,21,8,22.18333333333333,1,1,0
15985,2.0,2,227.0,0.0,14,4,1026.9833333333333,0,0,1
15986,3.0,4,271.0,4.0,22,2,239.13333333333333,1,0,1
15987,3.0,4,266.0,0.0,32,23,343.2,0,1,0
15990,2.0,7,251.0,15.0,22,3,507.83333333333337,1,0,0
15991,4.0,9,423.0,0.0,70,10,9951.916666666666,1,1,0
15992,5.0,2,309.0,0.0,101,6,89.43333333333334,0,1,1
15993,5.0,16,48.0,1.0,7,3,518.5500000000002,1,1,1
15994,2.0,7,803.0,10.0,5,5,9.433333333333334,1,1,0
15995,1.0,11,210.0,5.0,69,92,57.35,0,1,1
15997,3.0,2,102.0,71.0,100,3,305.65,0,1,0
15999,2.0,38,0.0,34.0,50,10,613.15,1,0,1
16000,3.0,2,70.0,0.0,57,8,703.1166666666667,0,1,0
16001,3.0,8,40.0,1.0,2,4,14.883333333333333,0,0,1
16002,2.0,3,134.0,12.0,10,3,1780.083333333333,0,1,1
16003,2.0,2,132.0,0.0,159,4,103.93333333333334,0,1,0
16004,4.0,3,70.0,4.0,13,9,106.71666666666668,0,1,0
16005,4.0,4,185.0,0.0,162,2,0.08333333333333333,0,0,1
16007,2.0,9,63.0,0.0,211,7,253.95,0,1,0
16008,4.0,3,338.0,5.0,141,3,1345.6,0,0,1
16009,4.0,4,278.0,0.0,44,4,487.11666666666673,0,1,1
16010,5.0,5,238.0,3.0,28,7,238.36666666666667,1,1,0
16011,2.0,17,83.0,15.0,4,30,0.26666666666666666,0,1,1
16014,1.0,15,242.0,5.0,68,3,6.333333333333332,0,0,0
16015,2.0,3,139.0,28.0,18,4,16.916666666666668,0,0,1
16016,1.0,3,191.0,0.0,0,3,664.05,0,1,0
16017,1.0,2,97.0,25.0,15,2,60.95000000000001,0,1,0
16018,4.0,13,144.0,0.0,198,2,21.73333333333333,1,1,0
16019,3.0,5,275.0,0.0,8,10,4259.716666666667,0,0,0
16020,5.0,4,72.0,0.0,196,4,685.7666666666668,0,1,1
16021,1.0,2,295.0,1.0,0,30,52.81666666666667,0,1,0
16022,2.0,3,248.0,6.0,82,6,5.966666666666668,1,1,0
16024,2.0,2,228.0,2.0,151,11,1313.6166666666666,0,1,0
16025,1.0,3,1147.0,2.0,150,7,99241.05,0,1,0
16026,6.0,2,155.0,0.0,119,2,276.9166666666667,0,1,0
16027,4.0,3,185.0,0.0,64,12,7069.716666666666,0,1,0
16029,1.0,3,223.0,0.0,65,8,65.9,1,1,0
16031,2.0,6,86.0,0.0,9,5,4.066666666666666,0,1,1
16032,1.0,3,43.0,0.0,9,87,408.2,0,1,0
16033,4.0,3,196.0,15.0,31,4,253.43333333333337,1,1,0
16034,3.0,2,305.0,1.0,55,9,335.8666666666667,0,1,0
16035,1.0,4,169.0,39.0,5,17,7.166666666666668,0,1,0
16037,6.0,5,154.0,13.0,22,7,175.08333333333337,0,1,0
16038,2.0,5,423.0,41.0,1,3,105.1,0,1,1
16039,4.0,9,86.0,43.0,8,5,1019.9333333333336,0,1,1
16041,2.0,3,215.0,11.0,216,7,7.016666666666668,1,1,0
16042,2.0,4,86.0,7.0,0,3,72.8,0,1,0
16043,2.0,3,25.0,0.0,160,5,7.816666666666667,0,0,1
16044,2.0,3,118.0,2.0,150,8,118.13333333333334,0,1,0
16045,1.0,4,122.0,1.0,31,6,330.95,0,1,0
16046,1.0,7,245.0,6.0,0,3,2861.2166666666667,0,1,0
16047,2.0,3,126.0,0.0,85,3,138.28333333333333,0,1,1
16048,6.0,3,129.0,42.0,51,7,65.65,0,1,0
16049,6.0,5,220.0,0.0,41,2,526.3833333333333,1,1,0
16050,4.0,25,141.0,34.0,76,3,69.06666666666666,1,1,0
16052,3.0,5,247.0,21.0,34,2,1.2333333333333334,1,1,0
16053,1.0,7,100.0,0.0,28,29,11.583333333333336,0,0,1
16055,1.0,11,194.0,0.0,30,2,1405.7,1,1,0
16056,2.0,2,356.0,0.0,81,8,1096.9333333333334,0,1,0
16057,6.0,3,0.0,0.0,302,5,406.6,0,1,0
16058,2.0,5,191.0,27.0,33,14,12.466666666666667,1,0,0
16059,2.0,6,0.0,14.0,18,3,1277.0,0,0,0
16060,2.0,3,148.0,5.0,162,5,1373.3166666666666,0,1,0
16062,2.0,10,342.0,0.0,78,28,554.6,1,1,0
16064,1.0,2,171.0,3.0,18,3,188.88333333333333,0,1,0
16066,1.0,3,74.0,0.0,9,3,21.966666666666665,0,0,0
16067,1.0,11,0.0,0.0,207,5,18.766666666666666,1,0,1
16068,1.0,8,71.0,0.0,34,70,40.75,0,1,0
16069,1.0,3,371.0,0.0,141,25,147019.21666666667,0,1,0
16070,1.0,2,272.0,1.0,180,17,11.566666666666665,0,1,0
16074,2.0,3,280.0,11.0,49,4,27.05,1,1,0
16075,1.0,6,215.0,4.0,9,4,159.18333333333334,1,0,0
16076,2.0,7,188.0,0.0,3,5,943.75,1,0,0
16077,3.0,4,131.0,18.0,43,6,0.0,1,1,0
16079,1.0,9,133.0,6.0,1,5,77.13333333333334,1,1,1
16081,2.0,2,168.0,0.0,24,4,295.71666666666664,0,1,0
16082,2.0,5,23.0,0.0,110,22,160.15,0,0,0
16083,4.0,2,0.0,0.0,204,4,137.5,0,0,0
16084,4.0,4,76.0,9.0,4,6,152.63333333333333,1,1,0
16085,7.0,2,92.0,1.0,23,4,421.31666666666666,0,1,1
16086,4.0,2,267.0,0.0,68,3,5513.266666666666,0,1,0
16087,2.0,20,0.0,37.0,24,5,28.91666666666667,1,0,0
16088,2.0,8,9.0,27.0,62,9,877.8666666666667,0,0,1
16089,2.0,7,251.0,0.0,172,7,1448.5666666666666,0,1,1
16090,4.0,2,0.0,31.0,20,4,6.166666666666668,0,0,1
16091,1.0,14,106.0,6.0,3,1,3.916666666666667,1,1,1
16092,4.0,8,0.0,0.0,112,4,45.73333333333333,0,0,0
16093,1.0,8,134.0,1.0,27,30,98.93333333333334,1,1,0
16094,1.0,31,153.0,0.0,110,7,1410.9,1,1,0
16095,1.0,5,358.0,14.0,25,9,1296.9666666666667,1,1,0
16096,4.0,3,51.0,0.0,13,10,1710.4,0,1,0
16097,2.0,7,158.0,0.0,8,5,352.1833333333333,0,0,1
16099,8.0,20,142.0,6.0,72,6,13.6,1,0,0
16102,1.0,8,166.0,38.0,2,24,7.466666666666668,1,1,1
16104,4.0,4,65.0,4.0,35,3,18.566666666666666,0,1,0
16105,3.0,3,248.0,1.0,11,3,44.2,0,0,0
16106,6.0,2,0.0,1.0,223,5,508.28333333333336,0,0,0
16107,3.0,3,214.0,2.0,22,7,851.95,0,1,0
16109,2.0,7,0.0,0.0,154,14,829.2833333333333,1,0,1
16110,2.0,3,102.0,1.0,48,6,433.63333333333327,0,1,0
16112,1.0,33,185.0,1.0,198,2,727.3333333333335,1,1,0
16113,2.0,3,33.0,11.0,44,4,12.333333333333336,1,1,1
16114,3.0,11,335.0,0.0,10,5,34.916666666666664,1,1,1
16115,5.0,49,14.0,12.0,6,3,19.016666666666666,1,1,0
16116,2.0,6,345.0,21.0,30,7,20.133333333333333,1,0,1
16117,1.0,4,209.0,14.0,67,14,5.116666666666666,0,1,0
16118,4.0,5,270.0,0.0,22,11,312.1,0,0,1
16119,2.0,18,345.0,4.0,12,5,24.716666666666665,1,1,0
16120,1.0,8,225.0,10.0,5,4,51.2,0,1,1
16121,1.0,2,136.0,22.0,54,8,276.1166666666667,0,1,0
16122,1.0,11,293.0,4.0,1,13,113.26666666666668,1,1,1
16123,1.0,3,288.0,14.0,3,34,0.6,0,1,0
16124,1.0,7,67.0,0.0,10,4,2926.55,0,1,0
16126,5.0,4,56.0,0.0,101,9,1385.916666666667,0,1,1
16127,1.0,7,329.0,1.0,43,8,29.6,0,1,1
16128,2.0,3,91.0,0.0,196,11,38.18333333333333,1,1,0
16129,2.0,17,426.0,1.0,10,11,23.88333333333333,1,0,1
16130,1.0,16,301.0,0.0,32,20,6.616666666666666,0,1,0
16131,8.0,2,147.0,0.0,24,5,80.18333333333334,0,1,1
16132,3.0,25,154.0,12.0,12,28,25.65,0,1,0
16134,6.0,8,61.0,10.0,202,2,0.0,1,1,0
16135,1.0,3,302.0,60.0,1,2,19.483333333333334,0,1,0
16137,8.0,2,97.0,0.0,157,13,28.516666666666666,0,1,1
16138,2.0,13,96.0,27.0,8,2,19.983333333333334,1,0,0
16139,2.0,3,77.0,1.0,173,5,6.7333333333333325,0,1,0
16141,2.0,15,0.0,13.0,6,3,100.58333333333331,1,0,1
16142,1.0,4,215.0,114.0,29,152,223.6,1,1,0
16143,1.0,2,321.0,17.0,145,10,109.68333333333334,0,1,0
16144,4.0,4,165.0,0.0,94,2,1.4166666666666667,0,1,0
16145,3.0,2,183.0,0.0,4,2,286.7,0,1,0
16147,2.0,12,39.0,2.0,21,2,1407.85,1,1,0
16148,2.0,3,273.0,0.0,79,4,50.56666666666667,0,1,0
16149,5.0,3,465.0,32.0,7,3,115.66666666666669,0,0,1
16150,2.0,3,199.0,1.0,9,3,767.65,0,1,0
16152,1.0,8,23.0,3.0,4,8,696.2166666666667,1,1,0
16153,2.0,4,0.0,0.0,86,6,2.9,0,0,0
16154,5.0,3,506.0,3.0,245,3,1230.3666666666666,0,1,0
16155,2.0,7,194.0,5.0,67,6,17.766666666666666,0,1,1
16156,1.0,3,248.0,3.0,126,4,815.2833333333333,0,0,1
16157,7.0,3,305.0,0.0,7,2,386.38333333333327,0,1,1
16158,1.0,2,106.0,0.0,133,4,61.83333333333334,0,1,0
16159,1.0,2,151.0,11.0,15,10,3.4166666666666665,0,1,1
16160,2.0,5,160.0,0.0,25,9,3.983333333333334,0,1,0
16162,4.0,2,261.0,1.0,57,2,43.01666666666666,0,1,0
16164,2.0,34,286.0,26.0,67,4,2.066666666666667,1,1,0
16165,1.0,2,249.0,0.0,195,4,1940.666666666667,0,1,0
16166,5.0,4,383.0,0.0,22,3,146.36666666666667,0,1,0
16167,1.0,3,27.0,4.0,31,3,1876.716666666667,1,1,0
16168,2.0,4,288.0,5.0,6,4,212.3333333333333,0,0,1
16169,2.0,2,120.0,1.0,71,10,442.6,0,1,0
16171,4.0,2,352.0,0.0,239,5,1884.583333333333,0,1,0
16174,6.0,3,176.0,0.0,18,5,99.28333333333332,1,1,0
16175,4.0,2,302.0,0.0,94,63,59.98333333333333,0,1,1
16176,2.0,3,269.0,0.0,12,3,6.85,0,0,0
16177,5.0,2,0.0,10.0,44,3,694.15,0,0,1
16178,1.0,27,185.0,0.0,66,8,17.566666666666666,1,1,0
16181,4.0,3,189.0,33.0,98,2,992.75,0,0,1
16182,2.0,3,224.0,42.0,74,2,129.45000000000002,0,0,1
16184,1.0,5,0.0,0.0,21,5,28.45,0,1,0
16185,4.0,31,96.0,4.0,5,5,368.81666666666666,1,1,0
16186,12.0,2,92.0,0.0,147,2,41.766666666666666,0,1,0
16187,1.0,25,29.0,11.0,17,3,807.15,1,0,0
16188,2.0,4,115.0,0.0,173,4,2155.333333333333,1,1,0
16189,6.0,22,93.0,5.0,39,8,212.03333333333333,1,0,0
16190,8.0,2,146.0,0.0,116,7,6639.783333333334,0,1,1
16191,4.0,5,155.0,1.0,218,3,4.250000000000001,0,1,0
16193,2.0,20,398.0,3.0,18,9,2.6,1,0,1
16194,1.0,3,208.0,0.0,149,14,471.86666666666673,0,1,1
16195,4.0,6,448.0,1.0,41,4,11.183333333333335,1,1,0
16197,2.0,4,168.0,0.0,149,4,17.233333333333334,1,1,1
16199,2.0,12,243.0,30.0,25,5,470.88333333333327,1,1,0
16201,2.0,7,248.0,0.0,225,2,708.6833333333333,1,0,0
16202,1.0,4,108.0,2.0,166,7,1548.3166666666666,0,0,1
16203,2.0,2,237.0,27.0,204,2,35.35,0,1,0
16206,6.0,8,71.0,31.0,74,8,40.31666666666667,1,0,1
16207,2.0,6,225.0,43.0,99,10,254.16666666666669,0,0,1
16208,2.0,7,102.0,0.0,43,4,995.3666666666667,1,1,1
16209,3.0,3,272.0,1.0,0,5,58.26666666666666,0,0,0
16210,4.0,4,76.0,3.0,21,3,1605.75,1,1,0
16211,2.0,7,0.0,2.0,200,7,19.866666666666667,0,0,0
16212,1.0,3,190.0,6.0,184,17,1348.1,0,1,1
16213,1.0,4,697.0,1.0,201,18,2.016666666666667,0,1,0
16214,7.0,3,0.0,6.0,10,3,13.3,0,0,1
16215,2.0,2,253.0,0.0,104,15,834.8166666666667,0,1,0
16216,1.0,3,0.0,0.0,14,75,55.46666666666667,0,0,0
16217,2.0,2,317.0,3.0,139,39,149.13333333333333,0,1,0
16218,6.0,11,422.0,0.0,96,7,2265.6,1,1,0
16219,4.0,30,112.0,14.0,11,6,66.16666666666667,1,0,1
16220,2.0,20,177.0,3.0,180,13,278.8666666666667,1,0,0
16221,2.0,2,381.0,1.0,59,32,537.1500000000002,0,1,1
16223,1.0,3,455.0,159.0,53,1,28.6,1,1,0
16224,1.0,9,136.0,19.0,8,11,243.83333333333337,0,1,0
16225,2.0,4,147.0,2.0,4,10,34.333333333333336,0,1,0
16227,4.0,2,121.0,19.0,0,9,154.85,0,1,1
16229,4.0,6,407.0,2.0,154,2,20.95,0,0,0
16230,6.0,5,75.0,0.0,50,8,416.81666666666666,1,1,1
16231,4.0,3,166.0,15.0,3,1,0.6666666666666666,1,1,1
16233,2.0,2,105.0,0.0,157,9,142.76666666666668,0,1,0
16234,1.0,2,93.0,0.0,32,3,2171.166666666667,0,1,0
16235,5.0,4,367.0,26.0,261,12,4.216666666666667,0,1,1
16236,2.0,4,0.0,0.0,26,4,4534.783333333334,0,0,0
16237,4.0,3,161.0,0.0,21,7,7.116666666666666,0,0,0
16238,2.0,3,113.0,5.0,265,3,118.06666666666666,0,1,0
16239,4.0,3,29.0,0.0,3,3,23.216666666666665,0,1,0
16240,2.0,2,166.0,0.0,27,3,1644.716666666667,0,1,0
16243,5.0,3,314.0,0.0,65,3,6.116666666666666,0,0,0
16244,10.0,7,21.0,14.0,13,83,3051.2166666666667,1,1,0
16245,5.0,2,86.0,0.0,200,18,596.35,0,1,1
16246,2.0,2,100.0,0.0,86,4,161.41666666666666,0,0,1
16247,5.0,70,132.0,0.0,8,5,4.016666666666668,1,1,0
16248,6.0,5,151.0,4.0,29,5,2.55,0,1,0
16249,3.0,2,149.0,3.0,15,5,330.45,0,1,0
16250,3.0,4,136.0,17.0,210,4,821.5666666666667,0,1,0
16251,4.0,2,157.0,0.0,22,4,9.683333333333334,0,1,0
16252,6.0,2,244.0,0.0,77,6,85490.18333333332,0,1,0
16254,5.0,5,59.0,1.0,193,5,15.26666666666667,0,1,1
16255,4.0,4,357.0,32.0,43,4,8715.166666666668,1,1,0
16256,4.0,4,117.0,3.0,50,9,137.11666666666667,0,0,1
16257,2.0,2,0.0,7.0,9,2,303.28333333333336,0,0,0
16260,2.0,4,193.0,12.0,23,7,7.866666666666667,0,1,0
16261,6.0,3,47.0,0.0,98,6,236.3333333333333,0,0,0
16262,2.0,2,93.0,13.0,73,7,439.35,0,0,1
16263,2.0,3,135.0,0.0,115,2,310.28333333333336,0,1,1
16264,1.0,79,435.0,0.0,178,18,496.00000000000006,1,1,1
16266,2.0,4,329.0,0.0,203,3,5203.716666666666,0,1,0
16270,1.0,3,690.0,4.0,6,9,112.13333333333334,0,1,1
16271,8.0,4,145.0,0.0,155,2,11.516666666666667,0,0,0
16272,1.0,4,27.0,6.0,88,1,17.116666666666667,0,1,0
16273,4.0,9,218.0,3.0,17,4,151.23333333333332,0,1,0
16274,4.0,2,388.0,1.0,199,1,882.9,0,0,0
16275,6.0,7,239.0,1.0,215,5,44.5,0,1,0
16276,1.0,8,204.0,24.0,1,8,8.55,1,1,0
16277,2.0,3,101.0,1.0,1,6,2.8,0,1,0
16278,1.0,7,91.0,1.0,2,9,254.53333333333336,1,1,0
16281,3.0,2,182.0,0.0,212,21,7037.9333333333325,0,1,1
16282,10.0,2,76.0,0.0,32,4,980.4,0,1,1
16283,4.0,9,165.0,1.0,42,2,23.55,0,1,1
16285,2.0,15,163.0,39.0,15,2,1.8666666666666667,1,0,1
16286,1.0,5,110.0,1.0,201,6,3.850000000000001,1,1,0
16287,4.0,3,92.0,2.0,223,8,1464.7,0,1,0
16288,8.0,16,89.0,23.0,81,5,0.3,1,1,0
16290,1.0,10,413.0,9.0,87,7,0.016666666666666666,1,1,0
16293,4.0,15,78.0,2.0,24,4,5.166666666666667,0,1,0
16294,1.0,3,127.0,2.0,3,3,860.1333333333333,0,0,1
16295,5.0,2,248.0,0.0,70,8,58.83333333333334,0,1,0
16296,2.0,2,138.0,0.0,73,7,3308.416666666666,0,1,0
16297,1.0,9,169.0,14.0,121,6,3.3666666666666667,1,1,0
16298,5.0,13,311.0,15.0,11,5,188.5,1,0,1
16300,7.0,7,53.0,0.0,22,5,48.38333333333333,1,1,0
16301,2.0,4,0.0,0.0,131,2,20.05,0,0,0
16302,4.0,26,5.0,0.0,23,4,60.46666666666667,0,1,0
16303,1.0,5,211.0,0.0,135,11,75.55,1,1,0
16304,8.0,7,118.0,8.0,155,8,8.100000000000001,1,1,0
16305,2.0,6,101.0,0.0,184,1,6519.6,1,1,1
16306,3.0,3,347.0,0.0,33,8,7.033333333333332,1,1,0
16307,2.0,3,311.0,3.0,5,1,1690.466666666667,0,1,0
16308,5.0,2,83.0,5.0,30,5,424.11666666666673,0,1,1
16309,2.0,17,243.0,5.0,0,2,4.116666666666667,0,1,0
16311,6.0,4,450.0,0.0,86,3,110.61666666666666,0,0,1
16312,2.0,3,86.0,4.0,50,3,46.71666666666667,1,1,0
16313,1.0,10,18.0,45.0,8,9,907.05,0,1,0
16315,2.0,9,170.0,0.0,44,3,150.05,1,0,0
16316,2.0,4,139.0,0.0,59,3,409.83333333333326,0,1,0
16317,2.0,5,136.0,1.0,0,2,44.16666666666666,1,1,0
16318,3.0,4,145.0,9.0,178,8,30.53333333333334,0,1,0
